translator,family,language,conversational_cosine,conversational_bleu,conversational_ter,conversational_embedding,cultural_cosine,cultural_bleu,cultural_ter,cultural_embedding,idiomatic_cosine,idiomatic_bleu,idiomatic_ter,idiomatic_embedding,technical_cosine,technical_bleu,technical_ter,technical_embedding,legal_cosine,legal_bleu,legal_ter,legal_embedding,emotional_cosine,emotional_bleu,emotional_ter,emotional_embedding,topical_cosine,topical_bleu,topical_ter,topical_embedding
google,romance,ca,0.991575843012214,70.10660249522935,20.70815450643777,0.8884196281433105,0.978264453724394,68.5521427161507,18.0327868852459,0.912648856639862,0.9854793420639142,74.88314417972644,16.521155137676296,0.8987590074539185,0.9905177521570856,82.30503138232578,9.553641346906812,0.981743335723877,0.991701078566172,77.52429196332201,13.906027527289986,0.9597473740577698,0.9900461182800572,66.15420446102678,21.18473895582329,0.9162158966064452,0.9879307646339728,73.25423619963018,16.651084059896675,0.9262556831041971
google,romance,es,0.9892398554859956,67.68814023356323,21.888412017167383,0.877821683883667,0.9772915238142186,65.64546189839123,21.087928464977644,0.915412962436676,0.978576902000228,65.79687410084759,23.505708529214235,0.8540234565734863,0.988550039275214,78.08545970885739,12.45105716523101,0.979177713394165,0.9912570192937492,75.84891448868179,14.4280968201234,0.9490593671798706,0.9900644288818686,64.96202627985119,22.69076305220884,0.9172957539558412,0.9858299614585456,69.6711461183654,19.341994341487084,0.9154651562372844
google,romance,fr,0.9862570932721946,59.49667360628335,29.721030042918457,0.840777575969696,0.9850097789950024,69.27799603733176,18.181818181818183,0.9503890872001648,0.9785617881219434,62.758766286562256,25.386165211551376,0.8816041350364685,0.9888830174566998,80.40910515834167,11.354737666405638,0.979305624961853,0.989923412904547,71.70924758900242,16.516373991457048,0.9452080726623536,0.9899896983527096,65.02694125745457,21.0843373493976,0.9353016018867492,0.9864374648505162,68.11312165582935,20.37407707392472,0.9220976829528807
google,romance,gl,0.9919486209781676,71.4149974359142,19.4206008583691,0.8794577121734619,0.9837657425595332,71.9505973846753,15.94634873323398,0.9329968094825744,0.986803136680082,75.4422926745799,15.98388179986568,0.9289860725402832,0.9910933779115322,83.76919010346319,8.927173061863742,0.9790008068084716,0.990251507025883,73.95324023520803,16.13668723303275,0.9482857584953308,0.9902071663420154,65.92205089960133,21.98795180722892,0.9147273898124696,0.9890115919162022,73.74206145557366,16.40044058226569,0.9305757582187651
google,romance,it,0.987797687275856,65.84665527694159,24.67811158798284,0.8569366931915283,0.981677669969955,68.77416990187471,18.4053651266766,0.9273514747619628,0.9782044785831262,63.93481617788908,25.78912021490933,0.8426921963691711,0.9882910184493668,79.18420012300737,12.529365700861394,0.9787023067474364,0.9902354948376773,71.46767552114977,16.65875652586616,0.9456355571746826,0.9911296164627864,65.75219856228314,20.833333333333336,0.929058313369751,0.9862226609297946,69.1599525938576,19.81567541493828,0.9133960902690887
google,romance,pt,0.9903600001715124,69.52916176062786,20.92274678111588,0.8788822889328003,0.9862709560147128,71.34470673895719,16.02086438152012,0.9538145661354064,0.9831919327941968,68.05553617941915,21.3566151779718,0.8977091312408447,0.9907563863019838,81.2837284993049,10.258418167580269,0.9837613105773926,0.9902765348111428,73.8596660792864,15.851922164214525,0.940673530101776,0.9911806553454788,65.1418065133667,20.833333333333336,0.941104531288147,0.988672744239838,71.5357676284937,17.54065000095599,0.932657559712728
google,romance,ro,0.9906847705256636,68.34919798857568,21.45922746781116,0.8863887190818787,0.9836022201555608,71.59171057915793,16.542473919523097,0.9453434944152832,0.9877155496057708,75.45255110366078,15.84956346541303,0.9270169734954834,0.9894621062400925,83.39022906626978,9.788566953797964,0.9786184430122375,0.9915150133588324,74.3853041410771,15.614617940199334,0.9599369168281556,0.9908424363433548,65.09060699234816,21.43574297188755,0.9332044124603271,0.988970349371546,73.04326664518157,16.781698786438692,0.9384181598822277
google,germanic,af,0.9931639985032724,76.70660399343609,16.84549356223176,0.909066915512085,0.9918634406215346,82.21326438664369,10.879284649776451,0.971114218235016,0.9916530688812278,80.31445412993438,12.155809267965076,0.9587418437004088,0.9919673234771288,84.96722655540546,7.909162098668755,0.983989119529724,0.9947851717077668,84.46182351454266,8.780256288561937,0.9727509021759032,0.9937176775346512,72.92534154186062,16.867469879518072,0.9614759683609008,0.9928584467875968,80.26478568697048,12.239579291120345,0.9595231612523396
google,germanic,da,0.993679462470107,77.73657937297097,15.557939914163091,0.919954776763916,0.9887313440809252,77.86639897357178,12.593144560357675,0.9651930928230286,0.991432932785002,80.98922097122883,12.62592343854936,0.955988109111786,0.9930618372261806,86.77797860234955,6.969459671104151,0.9836066961288452,0.9908128993643698,76.15044793313783,13.906027527289986,0.9464473724365234,0.9943478926152584,71.91071111075897,16.76706827309237,0.9520204663276672,0.9920110614236404,78.57188949400297,13.069927230759438,0.9538684189319612
google,germanic,de,0.9870611194225998,62.54807009778724,29.184549356223176,0.865165650844574,0.9812731553491792,62.96316635590789,23.91952309985097,0.9380013942718506,0.9803889259887626,59.776554507073335,28.94560107454668,0.8851129412651062,0.9890191457413328,75.61279728209347,13.234142521534848,0.9820759296417236,0.983797552423009,60.54801779180049,25.296630280018984,0.9103421568870544,0.9906017106613112,59.53207341347513,25.903614457831324,0.9324046969413756,0.9853569349310324,63.49677990802292,24.414010131667663,0.9188504616419474
google,germanic,is,0.9906118795682068,71.89759450482305,20.70815450643777,0.8902727365493774,0.986365671090022,74.73011033192306,13.636363636363637,0.9529858231544496,0.9878822494649664,73.7814712412604,17.259905977165882,0.9370858669281006,0.9821011075776812,73.04268502737571,16.131558339859044,0.938377857208252,0.9845168103789436,62.0993359796496,25.10678690080683,0.9096068739891052,0.9929940654820372,69.24565265148006,18.423694779116463,0.9590910077095032,0.9874119639269762,70.79947495608532,18.54441068995827,0.9312366942564646
google,germanic,nl,0.9871296733247448,65.77258706161437,27.038626609442066,0.8577632308006287,0.9864608930791978,70.84622008569103,17.95827123695976,0.959941864013672,0.9857359729384314,69.32111386948908,21.490933512424444,0.926463782787323,0.9880217080604804,76.18490076278782,13.234142521534848,0.9798716902732848,0.9893123802971284,67.10657641971623,19.41148552444233,0.9399182796478271,0.9905366672957746,67.02610268955608,20.783132530120483,0.9473662376403807,0.9878662158326262,69.37625014814243,19.98609865582066,0.935220847527186
